Investor ID,Organization/Person Name,Organization/Person Name URL,Longitude,Latitude,Location,Country,Accelerator,Angel Group,Micro VC,Corporate Venture Capital,Specific VC Binary,Local Investor,Hub Investor,Lead Investor,Target VC,Seed Investments Count,Seed Lead Investments Count,Unique Companies Count,Unique Industries Count,Local Investments Count,Avg Investment Distance (km),Hub Investments Count,Unique Countries Count,Fundraising Success Count,Successful Investments Count,CB Rank (Investor)
003857,KeyChain Capital,https://www.crunchbase.com/organization/keychain-capital,103.85007,1.28967,"Singapore, Central Region, Singapore",Singapore,False,False,False,False,False,False,False,False,False,2.0,0.0,2.0,1.0,0.0,10698.105475634595,1,2.0,0,0,42960.0
003858,Aare Ventures,https://www.crunchbase.com/organization/aare-ventures,7.5251524,46.9583564,"Stettlen, Bern, Switzerland",Switzerland,False,True,False,False,False,True,False,False,False,7.0,2.0,6.0,19.0,6.0,44.04543740586272,2,1.0,0,0,49445.0
003860,Muhabbit Capital Ventures,https://www.crunchbase.com/organization/muhabbit-capital-ventures,28.9758715,41.006381,"Istanbul, Istanbul, Turkey",Turkey,False,False,False,False,True,False,True,False,False,1.0,0.0,1.0,1.0,0.0,1769.6588811070533,1,1.0,0,0,90915.0
003861,Safer Made,https://www.crunchbase.com/organization/safer-made,-72.7673198,41.3275971,"North Branford, Connecticut, United States",United States,False,False,False,False,True,False,True,True,False,1.0,1.0,1.0,1.0,0.0,6199.605074139783,1,1.0,0,0,13739.0
003862,Creadd Ventures,https://www.crunchbase.com/organization/creadd-ventures,8.9520281,46.0050102,"Lugano, Ticino, Switzerland",Switzerland,False,False,False,False,True,True,False,False,False,2.0,1.0,2.0,6.0,1.0,95.7025082149492,1,1.0,0,0,28585.0
003866,Xcel Next Ventures,https://www.crunchbase.com/organization/xcel-next-ventures,121.53185,25.04776,"Taipei, T'ai-pei, Taiwan",Taiwan,False,False,False,False,False,False,False,True,False,1.0,1.0,1.0,5.0,0.0,9777.150765262819,0,1.0,0,0,37236.0
003867,5Lion Ventures,https://www.crunchbase.com/organization/5lion-holdings,-77.1776327,38.9342888,"Mclean, Virginia, United States",United States,False,False,False,False,False,False,False,False,False,4.0,1.0,3.0,8.0,0.0,6333.477083733789,2,2.0,0,0,40893.0
003868,AllerFund,https://www.crunchbase.com/organization/allerfund,-73.7974133,40.9880495,"Scarsdale, New York, United States",United States,False,False,False,False,False,False,False,True,False,1.0,1.0,1.0,3.0,0.0,6273.446674800418,0,1.0,0,0,45130.0
003869,Blufolio,https://www.crunchbase.com/organization/blufolio,6.6261636,46.5228203,"Vaud, Geneve, Switzerland",Switzerland,False,False,False,False,True,False,False,True,False,1.0,1.0,1.0,5.0,0.0,160.72526708118852,0,1.0,0,0,47935.0
003872,daFUND,https://www.crunchbase.com/organization/dafund,15.0,46.08333,"Ljubljana, Ljubljana Urban Commune, Slovenia",Slovenia,False,False,False,False,False,False,True,False,False,1.0,0.0,1.0,2.0,0.0,512.6235346536855,1,1.0,0,0,60370.0
003873,Hailstone Ventures,https://www.crunchbase.com/organization/hailstone-ventures,114.1579857,22.2847214,"Hong Kong, Hong Kong Island, Hong Kong",Hong Kong,False,False,False,False,False,False,True,False,False,1.0,0.0,1.0,1.0,0.0,9303.195277792931,1,1.0,0,0,65177.0
003875,Renaissance,https://www.crunchbase.com/organization/renaissance-pme-foundation,6.6327025,46.5218269,"Lausanne, Vaud, Switzerland",Switzerland,False,False,False,False,False,True,False,False,False,1.0,0.0,1.0,4.0,1.0,51.55619726540343,0,1.0,1,1,77292.0
003876,Credit Suisse Entrepreneur Capital,https://www.crunchbase.com/organization/credit-suisse-entrepreneur-capital,8.5410422,47.3744489,"Zürich, Zurich, Switzerland",Switzerland,False,False,False,False,False,False,False,True,False,1.0,1.0,1.0,5.0,0.0,170.62060597005913,0,1.0,0,0,118982.0
003877,Archblock,https://www.crunchbase.com/organization/trusttoken,-122.4193286,37.7792588,"San Francisco, California, United States",United States,False,False,False,True,False,False,True,True,False,1.0,1.0,1.0,2.0,0.0,9370.082732523388,1,1.0,0,0,5286.0
003879,Qubit Capital,https://www.crunchbase.com/organization/qubit-capital,75.8189817,26.9154576,"Jaipur, Rajasthan, India",India,False,False,False,False,False,False,True,False,False,3.0,0.0,3.0,14.0,0.0,6194.900670267926,3,3.0,0,0,20748.0
003881,4See Ventures,https://www.crunchbase.com/organization/4see-ventures,6.147834,46.2207242,"Secheron, Geneve, Switzerland",Switzerland,False,False,False,False,False,True,True,False,False,5.0,1.0,3.0,7.0,5.0,40.4608959845324,4,1.0,3,3,38016.0
003882,Indigo Capital Partners,https://www.crunchbase.com/organization/indigo-capital-partners,37.5408015,55.7509145,"Moscow, Moscow City, Russian Federation",Russian Federation,False,False,False,False,True,False,True,False,False,2.0,1.0,2.0,11.0,0.0,2597.0571617179958,2,2.0,0,0,38606.0
003883,Sarona Partners,https://www.crunchbase.com/organization/sarona-partners,34.7818064,32.0852997,"Tel Aviv, Tel Aviv, Israel",Israel,False,False,False,False,False,False,True,True,False,1.0,1.0,1.0,8.0,0.0,2784.0986560830397,1,1.0,0,0,42585.0
003887,Brainforest,https://www.crunchbase.com/organization/brainforest-fc73,8.5173652,47.1679898,"Zug, Zug, Switzerland",Switzerland,False,False,False,False,True,True,True,False,False,1.0,0.0,1.0,6.0,1.0,23.026603403582673,1,1.0,0,0,48741.0
003888,EVA Basel,https://www.crunchbase.com/organization/eva-basel,7.5878261,47.5581077,"Basel, Basel-Stadt, Switzerland",Switzerland,False,False,False,False,True,True,False,True,False,5.0,3.0,4.0,8.0,5.0,13.368391187257235,1,1.0,4,4,59297.0
003889,CLoud4Auto Ventures,https://www.crunchbase.com/organization/cloud4auto-ventures,37.5408015,55.7509145,"Moscow, Moscow City, Russian Federation",Russian Federation,False,False,False,False,True,False,True,False,False,1.0,0.0,1.0,8.0,0.0,2361.918673650092,1,1.0,1,1,77257.0
003890,Tenderloin Ventures,https://www.crunchbase.com/organization/tenderloin-ventures,8.5173652,47.1679898,"Zug, Zug, Switzerland",Switzerland,False,False,False,False,False,True,False,False,False,3.0,1.0,3.0,9.0,3.0,40.083575110229724,2,1.0,2,2,81919.0
003892,GTT Strategic Ventures,https://www.crunchbase.com/organization/gtt-strategic-ventures,1.75,47.5,"Saint-rémy-lès-chevreuse, Centre, France",France,False,False,False,False,False,False,False,True,False,1.0,1.0,1.0,2.0,0.0,466.84926438428323,0,1.0,0,0,25186.0
003893,The New Frontiers (TNF),https://www.crunchbase.com/organization/tnf-capital,6.1466014,46.2017559,"Geneva, Geneve, Switzerland",Switzerland,False,False,False,False,True,False,False,False,False,2.0,0.0,2.0,4.0,1.0,436.5968398786405,1,2.0,0,0,31067.0
003894,Helsana HealthInvest,https://www.crunchbase.com/organization/helsana-2af6,8.6185666,47.3969942,"Dubendorf, Zurich, Switzerland",Switzerland,False,False,False,True,True,False,True,False,False,1.0,0.0,1.0,1.0,0.0,175.27960503951203,1,1.0,0,0,35169.0
003895,Signal Ventures,https://www.crunchbase.com/organization/signal-ventures-0a2d,103.85007,1.28967,"Singapore, Central Region, Singapore",Singapore,False,False,False,False,True,False,False,False,False,8.0,0.0,8.0,13.0,0.0,10501.126370888327,6,4.0,2,2,36191.0
003896,Kiilto Ventures,https://www.crunchbase.com/organization/kiilto-ventures-bf3d,24.9413548,60.1717794,"Helsinki, Southern Finland, Finland",Finland,False,False,False,False,False,False,False,False,False,5.0,2.0,5.0,10.0,2.0,1219.3731213464478,2,4.0,1,1,48560.0
003897,Mica Ventures,https://www.crunchbase.com/organization/mica-ventures,-123.1096706,48.0849312,"Sequim, Washington, United States",United States,False,False,False,False,False,False,True,False,False,2.0,1.0,2.0,6.0,0.0,8417.704889105182,2,1.0,1,1,50271.0
003898,Zen11 Holdings,https://www.crunchbase.com/organization/zen11-holdings,15.4382786,47.0708678,"Graz, Steiermark, Austria",Austria,False,False,False,False,False,False,False,False,False,2.0,1.0,2.0,7.0,1.0,260.89368442003837,1,2.0,0,0,51297.0
003902,GreenHornsCapital,https://www.crunchbase.com/organization/greenhornscapital,-78.183049,34.9923888,"Turkey, North Carolina, United States",United States,False,True,False,False,True,False,True,False,False,1.0,0.0,1.0,1.0,0.0,7007.661539858014,1,1.0,0,0,105226.0
003904,HILTI,https://www.crunchbase.com/organization/hilti,9.5086934,47.167972,"Schaan, Schaan, Liechtenstein",Liechtenstein,False,False,False,True,False,True,True,False,False,1.0,0.0,1.0,2.0,1.0,68.31912891094545,1,1.0,1,1,26430.0
003906,Atrinum. | Ventures,https://www.crunchbase.com/organization/atrinum-ventures-ag,8.5173652,47.1679898,"Zug, Zug, Switzerland",Switzerland,True,False,True,False,False,False,False,True,False,2.0,2.0,2.0,7.0,1.0,288.85201169683893,0,2.0,0,0,32046.0
003907,Forty51 Ventures,https://www.crunchbase.com/organization/forty51-ventures,7.5878261,47.5581077,"Basel, Basel-Stadt, Switzerland",Switzerland,False,False,False,False,True,True,False,True,False,4.0,3.0,3.0,3.0,4.0,0.0,0,1.0,0,0,32224.0
003908,MDL Investments,https://www.crunchbase.com/organization/mdl-investments,-87.6244212,41.8755616,"Chicago, Illinois, United States",United States,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,3.0,0.0,7096.63383234434,0,1.0,0,0,33113.0
003912,FRIBA Investment,https://www.crunchbase.com/organization/friba-investment,8.8071646,53.0758196,"Bremen, Bremen, Germany",Germany,False,False,False,False,False,False,True,False,False,1.0,0.0,1.0,3.0,0.0,650.3320743906795,1,1.0,0,0,40294.0
003913,PCS Holding,https://www.crunchbase.com/organization/pcs-holding-ag,8.8963347,47.5561915,"Frauenfeld, Thurgau, Switzerland",Switzerland,False,False,False,False,False,True,True,True,False,1.0,1.0,1.0,1.0,1.0,33.491940660922154,1,1.0,0,0,41917.0
003914,DIventures,https://www.crunchbase.com/organization/diventures,8.5410422,47.3744489,"Zürich, Zurich, Switzerland",Switzerland,False,False,False,False,True,True,True,True,False,2.0,2.0,2.0,5.0,2.0,0.0,2,1.0,0,0,45724.0
003915,Business Angels Club Aargau,https://www.crunchbase.com/organization/business-angels-club-aargau,8.2085662,47.4824633,"Brugg, Aargau, Switzerland",Switzerland,False,False,False,False,False,True,False,False,False,3.0,1.0,3.0,3.0,3.0,18.362012566660685,1,1.0,0,0,46495.0
003916,Anker Capital,https://www.crunchbase.com/organization/anker-capital-e138,8.5173652,47.1679898,"Zug, Zug, Switzerland",Switzerland,False,False,False,False,False,False,True,False,False,2.0,1.0,2.0,2.0,0.0,476.00403170955394,2,2.0,0,0,46556.0
003918,VII Ventures,https://www.crunchbase.com/organization/vii-ventures,-81.23333,19.31667,"George Town, Midland, Cayman Islands",Cayman Islands,False,False,False,False,False,False,False,True,False,1.0,1.0,1.0,0.0,0.0,8304.024826791767,0,0.0,0,0,51053.0
003920,Feel Venture,https://www.crunchbase.com/organization/feel-venture,-0.1440551,51.4893335,"London, England, United Kingdom",United Kingdom,False,False,False,False,False,False,False,False,False,3.0,0.0,3.0,11.0,1.0,605.5878916095884,1,3.0,0,0,56960.0
003921,DD Venture Capital,https://www.crunchbase.com/organization/dd-venture-capital,8.5173652,47.1679898,"Zug, Zug, Switzerland",Switzerland,False,False,False,False,True,False,False,False,False,3.0,0.0,3.0,10.0,2.0,298.98019714610524,2,2.0,1,1,60668.0
003924,FTAG Ventures,https://www.crunchbase.com/organization/ftag-ventures,103.85007,1.28967,"Singapore, Central Region, Singapore",Singapore,False,False,False,True,False,False,False,False,False,1.0,0.0,1.0,2.0,0.0,10231.089557105186,0,1.0,0,0,71283.0
003927,Fifth Quarter Ventures,https://www.crunchbase.com/organization/fifth-quarter-ventures-f1d1,20.5226256,45.2870059,"Belgrade, Vojvodina, Serbia",Serbia,False,False,False,False,False,False,False,True,False,1.0,1.0,1.0,0.0,0.0,947.7069997760525,0,0.0,0,0,27097.0
003928,Joyful VC,https://www.crunchbase.com/organization/joyful-vc,-118.242766,34.0536909,"Los Angeles, California, United States",United States,False,False,False,False,True,False,True,True,False,3.0,2.0,3.0,6.0,0.0,9015.551796689464,3,2.0,0,0,27297.0
003929,Matrix Capital,https://www.crunchbase.com/organization/matrix-capital-9f30,33.0332657,34.6852901,"Limassol, Limassol, Cyprus",Cyprus,False,False,False,False,False,False,True,False,False,2.0,0.0,2.0,7.0,0.0,2684.486127562075,2,2.0,0,0,27630.0
003930,AtmosClear Investments,https://www.crunchbase.com/organization/atmosclear-investments,6.6327025,46.5218269,"Lausanne, Vaud, Switzerland",Switzerland,False,False,False,False,True,True,True,False,False,2.0,1.0,2.0,6.0,2.0,5.418647986290461,2,1.0,0,0,39056.0
003931,ICIG Ventures,https://www.crunchbase.com/organization/icig-ventures,14.549452,52.3412273,"Frankfurt An Der Oder, Brandenburg, Germany",Germany,False,False,False,False,False,False,False,False,False,2.0,1.0,2.0,4.0,0.0,685.6986587716913,1,2.0,0,0,48654.0
003933,exelixis capital,https://www.crunchbase.com/organization/exelixis-capital,8.5410422,47.3744489,"Zürich, Zurich, Switzerland",Switzerland,False,False,False,False,False,False,False,True,False,3.0,2.0,3.0,7.0,2.0,106.36528173173463,0,1.0,0,0,55229.0
003934,CR Ventures,https://www.crunchbase.com/organization/cr-ventures,103.85007,1.28967,"Singapore, Central Region, Singapore",Singapore,False,False,False,False,True,False,False,False,False,1.0,0.0,1.0,2.0,0.0,10495.449344777582,0,1.0,0,0,60180.0
003935,Velux Foundation,https://www.crunchbase.com/organization/velux-foundation,12.5088728,55.736468,"Søborg, Hovedstaden, Denmark",Denmark,False,False,False,False,False,False,True,True,False,1.0,1.0,1.0,5.0,0.0,969.0289885324125,1,1.0,0,0,62895.0
003936,21Celsius Ventures,https://www.crunchbase.com/organization/21celsius-ventures,8.5253985,47.1951976,"Baar, Zug, Switzerland",Switzerland,False,False,False,False,False,True,True,True,False,2.0,2.0,2.0,7.0,2.0,18.142855004167856,2,1.0,0,0,65050.0
003937,Underground Ventures,https://www.crunchbase.com/organization/underground-ventures,12.5700724,55.6867243,"Copenhagen, Hovedstaden, Denmark",Denmark,False,False,False,False,True,False,False,True,False,1.0,1.0,1.0,0.0,0.0,947.9157361901831,0,0.0,0,0,65315.0
003938,Staked.vc,https://www.crunchbase.com/organization/staked-vc,-7.0882612,40.7347001,"Malta, Guarda, Portugal",Portugal,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,0.0,0.0,2883.6770501711862,0,0.0,0,0,69086.0
003941,Swiss Startup Capital,https://www.crunchbase.com/organization/swiss-startup-capital,8.5410422,47.3744489,"Zürich, Zurich, Switzerland",Switzerland,False,False,False,False,False,True,False,False,False,1.0,0.0,1.0,5.0,1.0,94.97668594077021,0,1.0,0,0,78297.0
003942,Xponova,https://www.crunchbase.com/organization/xponova,115.8605855,-31.9558933,"Perth, Western Australia, Australia",Australia,False,False,False,False,False,False,False,False,False,2.0,0.0,2.0,3.0,0.0,14390.47258135397,1,2.0,1,1,89013.0
003943,PTK Capital,https://www.crunchbase.com/organization/ptk-capital,-118.3963062,34.0696501,"Beverly Hills, California, United States",United States,False,False,False,False,True,False,True,True,False,1.0,1.0,1.0,5.0,0.0,9528.729963044556,1,1.0,0,0,89645.0
003948,Network Capital Holding AG,https://www.crunchbase.com/organization/network-capital-holding-ag,8.5173652,47.1679898,"Zug, Zug, Switzerland",Switzerland,False,False,False,False,False,True,True,False,False,2.0,0.0,1.0,7.0,2.0,23.026603403582673,2,1.0,0,0,135189.0
003949,MobileMan Ventures,https://www.crunchbase.com/organization/mobileman-ventures,8.5899339,47.178291,"Menzingen, Zug, Switzerland",Switzerland,False,False,False,False,False,True,False,False,False,3.0,0.0,1.0,5.0,3.0,0.0,0,1.0,0,0,147671.0
003950,WeBuild Ventures,https://www.crunchbase.com/organization/webuild-ventures,6.498317,46.5093268,"Morges, Vaud, Switzerland",Switzerland,False,False,False,False,True,True,False,True,False,2.0,2.0,2.0,0.0,2.0,0.0,0,0.0,0,0,6967.0
003951,Sparkalis,https://www.crunchbase.com/organization/sparkalis,4.351697,50.8465573,"Brussels, Brussels Hoofdstedelijk Gewest, Belgium",Belgium,True,False,False,True,False,False,True,False,False,1.0,0.0,1.0,1.0,0.0,504.5207399037053,1,1.0,0,0,36680.0
003952,Zest,https://www.crunchbase.com/organization/zest-d9b3,12.4829321,41.8933203,"Rome, Lazio, Italy",Italy,True,False,True,False,False,False,False,False,False,1.0,0.0,1.0,0.0,0.0,537.391948960148,0,0.0,0,0,40283.0
003954,Angelic Ventures,https://www.crunchbase.com/organization/angelic-ventures-lp,-74.0060152,40.7127281,"New York, New York, United States",United States,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,2.0,0.0,6420.204021817964,0,1.0,0,0,48905.0
003955,Romande Energie Cooperate Venture Capital,https://www.crunchbase.com/organization/romande-energie-cooperate-venture-capital,6.498317,46.5093268,"Morges, Vaud, Switzerland",Switzerland,False,False,False,False,False,True,True,True,False,1.0,1.0,1.0,2.0,1.0,7.771637336281605,1,1.0,0,0,52997.0
003956,Palmarium,https://www.crunchbase.com/organization/palmarium,8.5410422,47.3744489,"Zürich, Zurich, Switzerland",Switzerland,False,False,False,False,False,True,True,True,False,1.0,1.0,1.0,2.0,1.0,19.966733365758216,1,1.0,0,0,58839.0
003957,Joyned Capital,https://www.crunchbase.com/organization/joyned-capital,4.8924534,52.3730796,"Amsterdam, Noord-Holland, The Netherlands",The Netherlands,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,0.0,0.0,614.0544602670924,0,0.0,0,0,60716.0
003958,Genferberg Capital,https://www.crunchbase.com/organization/genferberg-capital,8.5410422,47.3744489,"Zürich, Zurich, Switzerland",Switzerland,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,4.0,0.0,224.1191592544337,0,1.0,1,1,65343.0
003959,Brothers Ventures,https://www.crunchbase.com/organization/brother-ventures,37.5408015,55.7509145,"Moscow, Moscow City, Russian Federation",Russian Federation,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,3.0,0.0,2204.067592381004,0,1.0,0,0,66783.0
003966,Bloomsbury Natural Capital,https://www.crunchbase.com/organization/bloomsbury-natural-capital,-0.1440551,51.4893335,"London, England, United Kingdom",United Kingdom,False,False,False,False,True,False,True,False,False,1.0,0.0,1.0,6.0,0.0,776.2266817518254,1,1.0,0,0,111755.0
003967,AquilaDirekt,https://www.crunchbase.com/organization/aquiladirekt,8.5410422,47.3744489,"Zürich, Zurich, Switzerland",Switzerland,False,False,False,False,False,True,False,True,False,1.0,1.0,1.0,2.0,1.0,23.026603403582673,0,1.0,0,0,122296.0
003969,Magility Ventures,https://www.crunchbase.com/organization/magility-ventures,7.8862704,48.0669167,"Denzlingen, Baden-Wurttemberg, Germany",Germany,False,False,False,False,False,False,False,False,False,2.0,0.0,1.0,5.0,0.0,239.21567658066652,0,1.0,0,0,137282.0
003971,KodaDot,https://www.crunchbase.com/organization/kodadot,15.0,46.08333,"Bled, Bohinj Commune, Slovenia",Slovenia,False,True,False,False,False,False,False,False,False,1.0,0.0,1.0,4.0,0.0,509.3562643888024,0,1.0,0,0,36339.0
003973,Agroecology Capital,https://www.crunchbase.com/organization/agroecology-capital,-122.1598465,37.4443293,"Palo Alto, California, United States",United States,False,False,False,False,True,False,False,True,False,1.0,1.0,1.0,5.0,0.0,9369.666206595411,0,1.0,0,0,38374.0
003974,Virtus: Energy AGI,https://www.crunchbase.com/organization/virtus-resources-partners,8.5173652,47.1679898,"Zug, Zug, Switzerland",Switzerland,False,False,False,True,True,True,True,False,False,1.0,0.0,1.0,6.0,1.0,23.026603403582673,1,1.0,1,1,39149.0
003976,Constructor Start,https://www.crunchbase.com/organization/constructor-start,8.634513,47.6960491,"Schaffhausen, Schaffhausen, Switzerland",Switzerland,False,False,False,False,False,True,True,False,False,1.0,0.0,1.0,3.0,1.0,36.44225219276927,1,1.0,0,0,49300.0
003978,innofund.vc,https://www.crunchbase.com/organization/innofund-vc,8.6535598,47.0211848,"Schwyz, Schwyz, Switzerland",Switzerland,False,False,False,False,False,True,False,False,False,1.0,0.0,1.0,3.0,1.0,17.831123569077647,0,1.0,0,0,57458.0
003979,FiveT Capital AG,https://www.crunchbase.com/organization/fivet-capital-ag,8.5410422,47.3744489,"Zürich, Zurich, Switzerland",Switzerland,False,False,False,True,False,True,False,False,False,1.0,0.0,1.0,3.0,1.0,21.844874661682212,0,1.0,0,0,58765.0
003980,LangLeven Group,https://www.crunchbase.com/organization/langleven-group,-73.5698065,45.5031824,"Montréal, Quebec, Canada",Canada,False,False,False,False,False,False,True,False,False,1.0,0.0,1.0,2.0,0.0,5910.568012697356,1,1.0,0,0,60250.0
003981,Interpares AG,https://www.crunchbase.com/organization/interpares-ag,9.2068831,47.6386883,"Bottighofen, Thurgau, Switzerland",Switzerland,False,False,False,False,False,True,False,False,False,1.0,0.0,1.0,7.0,1.0,26.88843891167871,0,1.0,0,0,66077.0
003982,Ground Capital,https://www.crunchbase.com/organization/ground-capital,-9.1365919,38.7077507,"Lisbon, Lisboa, Portugal",Portugal,False,False,False,False,False,False,True,True,False,1.0,1.0,1.0,6.0,0.0,1547.4961242953502,1,1.0,0,0,66086.0
003983,buildify.earth,https://www.crunchbase.com/organization/buildify-earth,8.4305526,47.1417024,"Rotkreuz, Zug, Switzerland",Switzerland,False,False,False,False,True,True,True,True,False,1.0,1.0,1.0,3.0,1.0,29.35892642394371,1,1.0,0,0,70152.0
003984,Winti Ventures,https://www.crunchbase.com/organization/winti-ventures,8.7291498,47.4991723,"Winterthur, Zurich, Switzerland",Switzerland,False,False,False,False,False,True,False,False,False,1.0,0.0,1.0,0.0,1.0,19.81174823170234,0,0.0,0,0,72580.0
003985,ADM Partners,https://www.crunchbase.com/organization/adm-partners,8.9520281,46.0050102,"Lugano, Ticino, Switzerland",Switzerland,False,False,False,False,False,True,False,False,False,1.0,0.0,1.0,5.0,1.0,21.459607535066134,0,1.0,0,0,73356.0
003988,Bainso AG,https://www.crunchbase.com/organization/bainso-ag,8.7819841,47.365582,"Pfaffikon, Zurich, Switzerland",Switzerland,False,False,False,False,False,True,True,True,False,1.0,1.0,1.0,3.0,1.0,18.171612471626055,1,1.0,0,0,89919.0
003991,Gigahertz Ventures,https://www.crunchbase.com/organization/gigahertz-ventures,13.7381437,51.0493286,"Dresden, Sachsen, Germany",Germany,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,9.0,0.0,574.7630519849695,0,1.0,0,0,92305.0
003993,WieInvest,https://www.crunchbase.com/organization/wieinvest,8.4860144,47.1975084,"Steinhausen, Zug, Switzerland",Switzerland,False,False,False,False,False,True,True,True,False,1.0,1.0,1.0,5.0,1.0,20.10792925966837,1,1.0,0,0,100870.0
003998,Kurrant Ventures,https://www.crunchbase.com/organization/kurrant-ventures,103.85007,1.28967,"Singapore, Central Region, Singapore",Singapore,False,False,False,False,False,False,False,False,False,1.0,0.0,1.0,3.0,0.0,10433.694067602812,0,1.0,0,0,112100.0
004000,Strowlers Ventures,https://www.crunchbase.com/organization/strowlers-ventures,9.1896346,45.4641943,"Milano, Lombardia, Italy",Italy,False,False,False,False,False,False,True,False,False,1.0,0.0,1.0,7.0,0.0,218.14934581788108,1,1.0,0,0,117425.0
004002,Ola & Company,https://www.crunchbase.com/organization/ola-company,-74.0060152,40.7127281,"New York, New York, United States",United States,False,False,False,False,False,False,True,True,False,1.0,1.0,1.0,1.0,0.0,6323.8296022101695,1,1.0,0,0,132873.0
004003,Nextpatron,https://www.crunchbase.com/organization/nextpatron,8.7194595,47.1957261,"Wollerau, Schwyz, Switzerland",Switzerland,False,False,False,False,False,True,True,False,False,1.0,0.0,1.0,5.0,1.0,33.749575202485275,1,1.0,0,0,147970.0
004006,Goldman Sachs,https://www.crunchbase.com/organization/goldman-sachs,-74.0060152,40.7127281,"New York, New York, United States",United States,False,False,False,False,False,False,True,False,True,6.0,1.0,5.0,8.0,0.0,5789.747944146915,5,2.0,0,0,266.0
004007,Crowdcube,https://www.crunchbase.com/organization/crowdcube,-3.5269209,50.7256138,"Exeter, Devon, United Kingdom",United Kingdom,False,False,False,False,False,False,False,False,False,22.0,2.0,20.0,34.0,1.0,356.3220843020113,14,2.0,1,1,3843.0
004008,First Round Capital,https://www.crunchbase.com/organization/first-round-capital,-75.1635262,39.9527237,"Philadelphia, Pennsylvania, United States",United States,False,False,False,False,False,False,True,True,True,3.0,2.0,3.0,13.0,0.0,5547.79009241625,3,2.0,2,2,148.0
004009,Greycroft,https://www.crunchbase.com/organization/greycroft,-74.0060152,40.7127281,"New York, New York, United States",United States,False,False,False,False,False,False,False,False,True,3.0,1.0,3.0,15.0,0.0,5381.455886075305,2,2.0,1,1,317.0
004010,BDC Venture Capital,https://www.crunchbase.com/organization/bdc-venture-capital,-114.057541,51.0456064,"Calgary, Alberta, Canada",Canada,False,False,False,False,False,False,True,False,True,1.0,0.0,1.0,1.0,0.0,7035.07650711918,1,1.0,0,0,1241.0
004011,Mayfield Fund,https://www.crunchbase.com/organization/mayfield-fund,-122.177992,37.4519671,"Menlo Park, California, United States",United States,False,False,False,False,True,False,True,False,True,4.0,0.0,3.0,10.0,0.0,8635.874836560806,4,1.0,0,0,37.0
004012,Almi Invest,https://www.crunchbase.com/organization/almi-invest,18.0710935,59.3251172,"Stockholm, Stockholms Lan, Sweden",Sweden,False,False,False,False,False,False,False,False,False,2.0,1.0,2.0,7.0,0.0,1075.9547934222103,1,2.0,0,0,1488.0
004013,RRE Ventures,https://www.crunchbase.com/organization/rre-ventures,-74.0060152,40.7127281,"New York, New York, United States",United States,False,False,False,False,False,False,True,False,False,3.0,0.0,2.0,10.0,0.0,5569.791902778004,3,1.0,2,2,2748.0
004014,Wavemaker Partners,https://www.crunchbase.com/organization/wavemaker-partners,103.85007,1.28967,"Singapore, Central Region, Singapore",Singapore,False,False,True,False,False,False,False,False,False,6.0,1.0,4.0,13.0,0.0,10944.751340056784,4,1.0,3,3,4467.0
004015,8VC,https://www.crunchbase.com/organization/8vc,-122.4193286,37.7792588,"San Francisco, California, United States",United States,False,False,False,False,False,False,False,False,True,8.0,2.0,8.0,17.0,0.0,8616.713337577476,5,1.0,2,2,110.0
004016,Eight Roads Ventures,https://www.crunchbase.com/organization/eight-roads-ventures,-0.1440551,51.4893335,"London, England, United Kingdom",United Kingdom,False,False,False,False,False,True,True,True,False,2.0,2.0,1.0,4.0,2.0,0.0,2,1.0,0,0,5113.0
004017,Highland Capital Partners,https://www.crunchbase.com/organization/highland-capital-partners,-71.2245003,42.4473175,"Lexington, Massachusetts, United States",United States,False,False,False,False,False,False,False,False,False,2.0,0.0,2.0,7.0,0.0,4928.98838911339,0,1.0,0,0,2574.0
004018,Vertex Ventures,https://www.crunchbase.com/organization/vertex-ventures,103.85007,1.28967,"Singapore, Central Region, Singapore",Singapore,False,False,False,False,False,False,True,True,True,1.0,1.0,1.0,4.0,0.0,10856.912543700852,1,1.0,0,0,122.0
004019,F-Prime Capital,https://www.crunchbase.com/organization/f-prime-capital-partners,-71.131738,42.3786343,"Cambridge, Massachusetts, United States",United States,False,False,False,False,True,False,True,False,False,2.0,0.0,2.0,6.0,0.0,5263.490520007141,2,1.0,1,1,4932.0
004020,Business Growth Fund,https://www.crunchbase.com/organization/business-growth-fund,-0.1440551,51.4893335,"London, England, United Kingdom",United Kingdom,False,False,False,False,False,False,False,True,False,26.0,21.0,24.0,26.0,14.0,177.4999700505167,13,1.0,5,5,1626.0
004021,Summit Partners,https://www.crunchbase.com/organization/summit-partners,-71.060511,42.3554334,"Boston, Massachusetts, United States",United States,False,False,False,False,False,False,True,False,True,1.0,0.0,1.0,7.0,0.0,5264.147182599564,1,1.0,0,0,645.0
